,Category,processed_text,prediction
1641,APPAREL,busi solut project manag skill plm ptc enovia sql crystal report googl analyt jira hpqc qlikview cogno advanc microsoft access advanc excel sa power point sharepoint visio microstrategi aspen microsoft project jcl jobtrac tso ca tivoli maestro telnet ftp group unix exceed citrix metafram altiri experi busi solut project manag compani name citi state technic process expert web base market system resolv complex busi issu ad hoc report analysi depart design oper product manag sourc warehous intern market consist employe pivot product creation lifecycl ensur product retail market time implement competit advantag quick easi use tool train guid product creation e commerc site manag product lifecycl manag ptc flex plm digit merchandis asset manag rang segment applic work shore team implement chang train support digit merchandis tool analyz complet purchas distinguish user request underli true need provid option recommend best implement solut drive result use googl analyt homegrown applic analyz user behavior collabor region store replenish manag reduc order lead time achiev target goal provid store specif order data respons analyz busi issu span across entir suppli chain drive impact decis model optim vari complex benchmark vendor score card improv oper effect effici drive speed market compon season market process framework reduc warehous capac product liquid product follow chang manag procedur complianc guidelin sdlm includ gather user requir gap risk analysi system landscap work stream write review function technic specif creat execut system integr sit user accept test script uat stress test process flowchart develop sql report queri develop train document releas note cutov deploy go live activ servic ticket manag conduct train session lead data migrat analyst compani name citi state lead system expert review system process move new infrastructur entir compani play critic role move exist network recruit lead migrat implement sap acceler sap methodolog crm sd mm wm fi co plm enovia move exist platform new system landscap review recommend sever softwar vendor determin best applic fit busi need execut data analysi cleanup valid report util relat databas sql sa migrat new structur develop wrote sop databas process flowchart document process qualiti assur data analyst compani name citi state work close qualiti engin new product launch inspect review known defect engin develop new product avoid costli redesign abil understand chang trend compani categori perform identifi elev potenti issu collect raw data analyz interpret gener report graph upper manag escal issu defect requir enforc correct action senior forecast analyst compani name citi state respons direct market research level sale demand forecast identifi opportun organ becom profit increas revenu determin execut decis forecast quantiti per style product ramp author tool mold ensur object achiev exceed prepar key inform monthli forecast buy meet analyz distribut forecast inform product group sale product cost team provid function excel area suppli chain data kpi send report regular basi team market budget forecast circul analyst compani name citi state develop technolog effici track forecast weekli sale demand expect inventori level resourc plan gener catalog profit comprehens data mine custom segment statist analysi produc catalog mail analyz custom perform target promot catalog vs e com sale gener sale profit forecast weekli total program sale catalog use histor data analyz click rate bounc track abandon rate event driven email understand user internet behavior optim strengthen custom file master recommend chang market plan improv busi sale educ train bachelor scienc inform system northeastern univers citi state inform system sa busi intellig client tool sa train center new york ny administ microsoft window nt new horizon train center braintre fundament solari sun microsystem massasoit commun colleg citi state introduct softwar design develop massasoit commun colleg boston univers center inform technolog citi state concept facil emerg technolog skill asset manag benchmark busi intellig citrix cogno cost crystal report data analysi data mine databas manag direct market e commerc forecast googl analyt inventori level merchandis sharepoint microstrategi relat databas sale sap sap sa softwar design develop solari sql system integr tivoli unix valid,INFORMATION-TECHNOLOGY
2196,BANKING,partner account manag execut summari year custom face manag experi manag healthcar bank industri manag team member project involv cross function team achiev organiz goal core qualif ms excel project word powerpoint sap r spss oracl sql toad salesforc crm visio profession experi partner account manag compani name partner portfolio revenu manag manag project regard custom product deploy saa platform respons creat partner quotat licens renew servic addendum resolv servic request jira regist node ad server saa plaza platform monitor invoic bill product renew set product demo environ partner custom assist partner onlin train educ product usag cloud platform client account manag citi drive sale partner distributor manag exist partner gener revenu conduct promot activ event partner distributor also encourag new channel partner event organ understand program benefit plan implement market partner relat program increas partnership growth retent analyz identifi way maxim revenu lead gener promot event handl latin american market account tag territori premier elit partner work togeth sale repres creat quotat licens renew approv deal registr partner base certif partner level creat awar partner benefit program order maxim sale opportun manag quotat renew propos relationship manag compani name custom acquisit order increas transact book size establish allianc would ensur steadi stream busi referr increas custom profit use oracl sql analys financi data relat custom borrow fund continu profession develop lead manag system manag trade asset servic custom work close treasuri depart relat hedg fund handl small medium enterpris account key focu bottom line profit ensur optim util avail resourc conceptu implement compet strategi view penetr new account expand exist one wide rang bank product servic manag wide gamut bank function small medium enterpris account manag asset domain corpor client key expertis corpor lend servic health advisori manag compani name receiv servic request sr healthcar client custom analyz studi sr thoroughli ensur complianc per hipaa hcpc provid custom support assist intern process claim request inter department collabor analyz custom financi account provid statist report optim revenu gener manag gener financi custom report use sql excel custom train custom product polici relat health accident coverag manag cross function team within organ increas focu new custom manag custom centric oper pre post implement assist back offic function relat regard patient schedul verif monitor client data valid accord given code conduct educ inform system manag coleman univers citi state inform system manag masterof busi administr market symbiosi intern univers accomplish receiv thank award best perform two consecut month hsbc receiv thank award third quarter close biggest deal across hsbc achiev annual revenu quota goal sale account manag process within territori corpor social respons activ particip project shapath drive human traffick scmhrd languag english spanish skill premier bank benefit bill book busi administr crm client custom support english financi focu function fund latin manag market market ms excel excel offic powerpoint word enterpris oracl sql polici propos sale sap r schedul server spanish spss sql toad treasuri valid view visio,BANKING
1878,ACCOUNTANT,staff account profession profil advanc profession person experi within financ tax account manag obtain staff account posit enabl perform best use mathemat numer account analyt abil better organ highli proactiv profession year experi account econom eager achiev highest standard account oper greatest qualiti work outstand commun written spoken draft comput skill strong critic think skill high profici comput applic remark skill organ work resolv problem aris day day activ depth abil work difficult clientel respect courteou manner observ intuit conscienti great attent detail deep abil develop institut process procedur qualif microsoft applic excel write skill research support analyt skill independ worker time manag attent detail relev experi account skill oper comput program account softwar record store analyz inform research investig analyz client complaint identifi resolv issu report maintain statu report provid manag updat inform client project train success train staff offic system databas polici procedur focus minim error gener superior result experi staff account compani name citi state manag annual properti tax cycl file person properti tax return manag assess process approv properti tax bill provid essenti support senior tax profession administr coordin tax engag track maintain client real estat tax data variou sourc municip legal us counti etc coordin administr associ data track schedul bill receipt review segreg process postal tax bill correspond receiv senior manag commun report tax account discrep bill tax account assess data entri util properti tax manag system ptm updat account number collector inform real properti specif appropri inform creat execut notic valu nov varianc report establish paramet ptm follow acquir necessari refund erron fund dispers tax debt obtain assess assessor properti record card prc identifi land valu properti exceed establish threshold monitor appeal hear deadlin track complianc financi aid account administr compani name citi state provid profici daili account process procedur accord establish polici within financi aid account depart bradford school execut analyz financi delinqu report determin tuition account verifi write debit credit balanc inact tuition account respons month end financi close procedur includ post gener ledger account solomon reconcil corpor account receiv system institut account payabl system perform individu account analysi month end close complet financi statement reconcili verifi outstand payment deposit servic fee form fund transit write review check request account refund rout check appropri financi institut perform weekli withdraw calcul determin account refund deficit statu provid associ assist support advic applic prepar file monthli sale use tax onlin custom care consult compani name citi state process request real estat account loan telephon commun prospect client respond electron commun regard loan gener account statu provid staff assist support advic applic adher establish polici procedur perform addit duti mortgag consult includ provid client gener inform mortgag term product credit rate option custom care support comput programm compani name citi state maintain support banner ci util system perform upgrad modifi defect use oracl form develop design oracl databas full life cycl system develop implement includ plan assist recommend execut establish plan implement support recommend implement establish practic procedur qualiti assur system test banner util process includ process meter read gener charg process payment client code implement system support dial client system develop upgrad bug fix technic document client specif system enhanc system integr consult direct client contact perform busi document initi client system specif comput programm analyst compani name citi state develop enhanc softwar meet client need full life cycl system develop implement support maintain exist system util embed sql within c program languag use read updat fetch insert row remot databas client code implement system support dial client system develop upgrad bug fix client specif system enhanc oper platform includ os window develop edit execut test tabl script proper perform technic document work propos assign scope test result specif instal instruct custom deliveri item applic requir studi outlin custom system request technic document creat util microsoft word excel offic document applic educ diploma account april king colleg citi state account bachelor scienc comput scienc may south carolina state univers comput scienc affili member institut profession taxat ipt present nc notari present skill account bill c program close consult consult credit client client custom care data entri databas debit deliveri document edit senior manag fetch file financi form full life cycl fund gener ledger account legal manag excel offic window microsoft word month end close oracl oracl databas design develop os process payment polici process propos qualiti assur read real estat report requir sale schedul script solomon sql system integr tabl tax account tax tax return technic document telephon upgrad util,ACCOUNTANT
1047,SALES,sale associ summari outgo peopl orient person effect develop last profession relationship client custom highlight quick learner outstand custom servic busi manag team player inventori control familiar strong organiz skill activ listen skill strong leadership skill accomplish learn commun staff well custom enthusiast person make peopl around happi excit full believ team would never abl achiev wonder goal take wonder group peopl achiev highest goal experi current sale associ compani name citi state help custom run regist throw freight help shelf reset make sure thing clean organ sale associ ad supervis compani name citi state key holder help custom need run regist throw freight also overseen order set ad month indepentd contractor compani name citi state document review comput skill also learn fast self motiv manag compani name citi state built schedul set goal inventori cash handl seen group peopl custom servic employe servic six year grew salon increas custom count well sale growth meet overcam sever goal includ top chart top salon state utah educ high school diploma gener south summit high school citi state summit cosmotolog heiritag colleg beauti citi state skill extend class interview hire staff well goal set follow staff well store year experi build schedul also maintain one good encourag staff set high expect well help achiev goal also took coupl seminar problem solv work place extend staf schedul custom,SALES
1691,ENGINEERING,engin assist summari knowledg engin superintend well vers support project manag relat document first rate multitask problem solver organ method thorough approach profici power point word document skill administr support ap critic think door engin senior manag form function leadership machineri navi oil organiz pearl personnel personnel manag pick problem solv progress project manag propos qualiti assur repair report requir switch time manag troubl technic review blueprint understand project support document control engin oper function sharepoint manufactur system integr team manag experi current engin assist compani name citi state annual salari usd hour per week seri pay grade e current engin profession year experi depart navi continu provid technic expertis twelv ship station throughout waterfront also provid technic expertis visit ship train assist well junior senior enlist commiss offic problem solv manag equip repair throughout water front primarili respons mainten train homeport surfac ship joint base pearl harbor hickam jbphh hawaii oper area ship ever miss mission requir serv posit prepar multipl ship forward deploy fleet oper also provid administr support famili member sailor fall command electr superintend respons oper repair perform organiz intermedi mainten electr compon integr bridg control system ga turbin engin main propuls machineri auxiliari equip prolus control system assign electr electron circuitri print circuit alarm warn circuitri adjust indic micro switch determin fuel tank level dispos hazard materi hazmat document meter read inspect fluid sampl inspect hazmat storag area maintain air compressor air system alarm indic system alarm monitor system am automat control valv automat electron control auxiliari control consol acc bell data logger blow door bu transfer switch cannon plug consol cool fan compon consol filter damag control consol dcc demist pad detector compon electr oper valv electr plant control consol epcc electr control electr motor electr relay fuel oil coalesc fuel oil system halon system hydraul system indic relay intak louver hatch lever control compon light emit diod led circuit local oper panel lop maintain ga turbin gt compressor section engin compon fuel system compon fuel system gener gener assembl compon inlet exhaust system compon lube oil system modul compon power turbin compon water wash system oper ga turbin gt engin gener set remot local oper lube oil system jack gear local oper panel lop lube oil servic system seawat cool pump main switchboard wast oil system ship control consol scc perform ga turbin gt engin compon function check pre oper engin support system align check gener set pre oper support system align check replac automat control valv frequenc regul compon test electr transform equip vibrat sensor ship servic air system adjust auxiliari control consol acc frequenc regul fuel system control consol fscc voltag regul approv repair qualiti assur form maintain control pitch propel cpp control revers pitch crp system convert invert compon electron enclosur fuel system control consol fscc indic micro switch pre wire board print circuit board compon salin cell torsion meter oper maintain propuls auxiliari control consol pacc propuls control consol pcc prepar equip calibr schedul repair qualiti assur form review autom alarm data log engin equip degrad repair qualiti assur form ship shore mainten progress report test troubleshoot auxiliari control consol acc convert invert compon indic micro switch test frequenc regul hydraul system compon voltag regul updat engin bell log review engin equip degrad provid technic administr leadership project manag commun ga turbin system technician support twelv differ feder asset throughout waterfront effect manag asset personnel locat throughout waterfront use highli develop critic think skill personnel manag skill effici time manag skill success deploy skill aid abil deliv uninterrupt servic multipl asset allow depart navi util asset discret without delay routin seek profession develop continu hone skill profici select appropri mean method fund sourc personnel maintain asset earli detect fault would delay mission requir appropri pick correct fund vehicl futur mainten action includ major project modern project sustain project recur mainten assign current work assign highli time sensit due continu oper requir fulli capabl meet deadlin work within rigid timefram gaug progress use quantifi measur mileston fulli capabl report progress senior manag task subject matter expert develop modern project scope work also subject matter expert sustain project assist develop request propos electr superintend compani name citi state uss john paul jone ddg unit box fpo ap joint base pearl harbor hickam hawaii unit state annual salari usd hour per week seri pay grade e oversaw master project schedul well plan specif materi work assign requir complet job perform effici qualiti instal repair electr project provid empow leadership ensur posit product outcom consist team moral check complianc qualiti work perform kept team member worksit complianc safeti standard develop improv train protocol align compani goal monitor complianc local state code job specif deliv superior qualiti resolv product challeng includ suppli shortag inclement weather delay initi updat draw packag increas manufactur product support advis mentor level personnel follow electr code manual instal repair electr system provid technic supervis support instrument electr e supervisor instrument electr planner contract personnel took ownership electr crew schedul develop short long term look ahead schedul align execut plan engin assist compani name citi state annual salari usd hour per year seri pay grade e e uss port royal cg fpo ap joint base pearl harbor hickam hawaii unit state support advis mentor level personnel enforc safeti regul penal worker follow work safeti agreement review monitor cost man hour budget instal process develop staff facil equip tool requir plan function crew leader overse work lower level licens electrician trade helper follow electr code manual instal repair electr system obtain proper permit carri electr work facil construct project gener highli product cycl time labor equip materi identifi evalu job cost reduct strategi provid technic supervis support instrument electr e supervisor instrument electr planner contract personnel took ownership electr crew schedul develop short long term look ahead schedul align execut plan meticul test instal check continu circuit compat safeti compon use test equip ohmmet amp meter voltmet oscilloscop deliv posit reinforc construct critic employe work effort investig accid injuri prepar report find coordin effici mainten schedul keep system run peak level research provid time resolut servic discrep elimin knowledg gap manag continu train mentor strategi new junior personnel establish enforc clear safeti polici protect worker injuri monitor employe work level optim perform strateg approach determin schedul sequenc assign work activ base prioriti quantiti equip personnel skill electr apprentic compani name citi state annual salari usd hour per week seri pay grade e e listen direct senior electr profession complet effici task complet semi skill skill work supervis fulli qualifi supervisor maintain organ cleanli safeti work area gather requir tool equip task increas effici promot workplac safeti report potenti hazard quickli work center supervisor util knowledg equip test wire system part electr flow function review blueprint electr schemat perform task specif put new new electr compon fixtur motor oper hand power tool diagnost equip complet variou aspect job inspect exist wire identifi problem short circuit examin test electr system locat loos connect fault make proactiv repair follow relev electr build code job set equip configur set optim perform demonstr strong foundat safeti knowledg implement industri best practic built control panel complet system instal educ train ged state ohio citi militari train identifi basic engin navi cours engin common core citi nv basic propuls equip navi cours engin mechan citi navi cours ga turbin mechan electr school navi cours ga turbin mechan citi nv navi cours navi cours engin electr citi shipbd gage cal navi train histori cours navi cours shipbd gage cal citi navi cours shipboard firefight navi cours shipboard firefight citi navi cours wast heat boiler navi cours wh bw fw cert citi navi cours class facilit instruct deliveri continuum citi navi cours g machineri control system navi cours g machineri control system citi navi cours j marin mainten ship repair system coordin inspector citi,ENGINEERING
682,HEALTHCARE,healthcar associ summari energet resourc result driven profession skill work effect independ collabor part team within fast pace environ complet project respons adher deadlin qualiti standard skill epic microsoft offic suit word excel powerpoint healthcar system insur bill sorian schedul health medic record research report databas data analysi pc window applic experi februari current compani name citi state healthcar associ maintain full respons demonstr initi strong leadership commun skill medic healthcar knowledg support effici product day day oper directli account divers patient unit support activ includ schedul discharg coordin admiss packag arrang transport complet unit work order maintain inventori prepar patient unit censu monitor improv individu perform area ensur adher highest level custom patient servic product effici leadership teamwork work qualiti time excel capac meet deadlin build rapport individu divers background support practic object facilit environ consist achiev exce expect respons maintain profession courteou commun demeanor interact patient medic staff continu seek way provid valu ad servic support maintain file document databas record provid highli reliabl inform quickli use well develop interperson skill respond effect intern extern request inquir commun clearli effect use strong coordin priorit skill complet work exercis independ judgment decis make abil help facilit smooth oper strong organiz time manag multi task skill abil priorit work use well develop interperson skill work effect client co worker level manag accept new assign respons posit cooper team orient attitud complet task project effici manner possibl exercis independ decis make recogn manag anticip problem present effect solut recommend team collabor leadership exceed work expect consist deliv outstand result educ train american intercontinent univers citi state healthcar manag bba healthcar manag train healthcar financ risk manag inform system manag ethic polici make qualif commun skill interperson skill data analysi databas decis make inform system insur verif maintain inventori leadership regulatori complianc multi task organ patient care support project manag qualiti research risk manag schedul sound strateg plan teamwork time manag,HEALTHCARE
1954,CONSTRUCTION,project construct manag summari experienc project manag auto cad background execut luxuri custom residenti project bid complet maintain industri lead qualiti standard implement cad technolog major capabl gain highli skill lead cross function team liais contractor extern agenc ensur time complet project mileston abl excel demand environ introduc best practic highlight residenti construct blueprint read leadership except problem solver excel drive record strong commun skill detail orient friendli hardwork architectur facad accur measur estim auto cad proven work experi construct manag advanc knowledg construct manag process mean method expert knowledg build product construct detail relev rule regul qualiti standard understand facet construct schedul project logic step budget time requir meet deadlin familiar construct manag softwar packag abil plan see big pictur compet conflict crisi manag leadership human resourc manag skill accomplish turn around project took numer project turn behind schedul budget turn around meet timelin budget commit restor custom relationship built trust relationship dissatisfi custom risk litig convert happi loyal facilit subcontractor upgrad identifi subcontractor qualiti valu gap replac other could deliv higher standard built brand commun project took job build afford foster home church project falter without direct plan fund secur plan permit fund complet project build bedroom bath foster home heavili fund contractor commun donat project manag construct five intern furnitur retail store egypt first project manag work region success open five store experi compani name august april project construct manag citi state assist skill worker construct project phase rough finish carpentri complet indoor outdoor residenti construct project handl new start announc intak bid decid contractor use review build plan contract obtain permit licens review project depth schedul deliver sub contractor need overse site site construct monitor complianc build code client need select review work progress daili basi plan ahead prevent problem resolv emerg one hand problem solv facilit meet owner construct manag upper manag schedul build inspect stay front activ prime subcontractor advanc next deliver make sure readi need chang order purchas order prepar prevent delay mi step person complet punch task requir broad skill set make minor fix address complex structur issu stucco work truss repair drywal repair instal applianc hang light fixtur compani name januari januari interior design citi state interior design largest furnitur retail u design develop oversaw implement floor plan electr merchandis paint signag meet specif time qualiti budget adapt plan maintain ashley brand insid accommod municip requir compani name januari januari bartend citi state go school fulltim support bartend strengthen custom relat skill compani name januari januari permit coordin citi state permit coordin region permit servic serv municip help builder cut red tape expedit permit process understand technic specif construct build trust relationship builder municip abl help builder save time often money permit process educ b interior design intern academi design technolog citi state interior design intern academi design technolog warrior leader cours wlc leadership wlc formerli call primari leadership develop cours pldc first leadership cours non commiss offic nco attend wlc month long cours teach specialist corpor basic skill lead small group soldier cours hard hit intens emphasi leadership skill prepar soldier advanc rank sergeant ohio state univers sport fit manag citi state franklin militari experi compani name juli septemb field artilleri surveyor citi state record field data prepar schemat sketch mark survey station perform astronom observ measur azimuth angl determin deviat target connect posit area survey angular measur equip assist pad oper transfer strap prepar oper pad comput data use logarithm calcul obtain unknown requir field data includ comput accuraci ratio adjust oper perform pmc vehicl radio weapon survey equip skill auto cad great leadership skill oper monitor manag materi resourc judgment decis make manag personnel resourc time manag complex problem solv critic think activ listen read comprehens contribut plan meet excel verbal written commun skill work within budget creativ resourc hard work profici microsoft offic outlook excel offic program draft understand construct plan manag chang order organ detail knowledg florida build code multi task,CONSTRUCTION
1118,CONSULTANT,consult profession profil highli motiv self driven system analyst vast experi variou environ technolog support multipl depart across enterpris expertis softwar develop lifecycl sdlc comput system valid csv look opportun appli develop strong analyt skill problem solv techniqu qualif documentum dcm documentum ms access vba c c html assembl languag program project leadership strong technic skill analyt skill problem solv skill organiz skill commun skill system analyst gener applic support softwar develop data commun system administr expertis sdlc small larg project profici sdlc comput system valid requir document experi consult januari novemb compani name citi state provid consult expertis variou role support mcneil consum healthcar includ limit follow applic shop floor applic document manag applic timekeep applic busi process applic knowledg sdlc process gxp sox compliant applic support applic fda valid applic requir signific comput system valid experi project leadership role sever project includ applic upgrad provid support gxp compliant document manag applic base documentum well older documentum dcm environ support includ detail analysi issu includ document transform print issu report gener user troubleshoot provid level product applic support attend user request itsm email monitor support mailbox support hour gener schedul adhoc report user daili consist check ensur proper function server servic documentum job relat activ bug fix applic support may requir chang request provid solut minor enhanc applic requir chang request respons root caus analysi recur issu escal level support applic core team issu scope level follow differ support group like window team dba team need monitor valid environ ensur proper function monitor train environ ensur user train run smoothli provid support sox compliant payrol applic track hourli wage employe time report j j corpor system provid support multipl microsoft access databas applic prior support includ design develop test vba code databas excel spreadsheet provid support fda valid manufactur applic aid shop floor report activ involv manufactur process well creat manag report non conform involv variou role project support rollout upgrad window oper system consult januari januari compani name provid consult expertis custom variou role expertis includ limit follow respons provid design develop test support client server messag applic provid commun vax ibm system larg steel compani provid design develop test support electron batch record applic within larg team consist consult custom provid relat databas expertis multipl project variou applic technolog provid train sever digit product custom provid system administr support sever custom system programm januari januari compani name citi state design develop test support real time client server applic provid messag commun vax vm applic ibm applic applic track movement train locat applic origin written assembl languag later convert c provid gener system network administr support educ comput scienc data commun villanova univers citi state comput scienc data commun b comput scienc lasal univers citi state comput scienc skill analyt skill assembl languag c c client server commun skill consult data commun databas applic dba databas design document manag document documentum html ibm manag manufactur process messag microsoft access ms access excel spreadsheet window oper system window window window xp network administr oper system organiz skill payrol program project leadership real time relat databas report sdlc server system administr user train troubleshoot upgrad valid vax vax vm vista vba window server written,CONSULTANT
339,TEACHER,teacher skill chart excel commun confer conflict resolut critic think focu instruct instruct design lesson plan manag meet offic problem solv process progress teacher teach time manag written experi teacher august march compani name citi state teacher develop curriculum child biolog cognit socio emot process mind commit healthi matur everi child involv teacher august june compani name citi state coordin parent teacher confer school year took numer backstag role includ run light crew box offic complet file necessari paperwork classroom activ includ meal count sheet attend log plan implement creativ lesson accord district counti state feder guidelin observ evalu student perform behavior social develop physic health teacher august june compani name citi state establish daili routin easi children follow gave one one attent children maintain overal focu entir group identifi sign emot development problem children report parent monitor student educ progress individu chart file address behavior learn issu parent daycar manag teacher august june compani name citi state l foster reason problem solv activ explor game activ monitor student educ progress individu chart file work interdisciplinari team member evalu children progress recommend appropri learn plan gave one one attent children maintain overal focu entir group establish daili routin easi children follow use classroom observ creat written assess student perform organ facilit monthli parent support group meet nurtur support learn environ often use model classroom educ train master scienc instruct leadership earli childhood educ tennesse technic univers citi state instruct leadership earli childhood educ bachelor scienc earli childhood educ georgia southwestern univers citi state earli childhood educ valdosta state univers citi state,TEACHER
57,HR,hr generalist profession summari depend respons human resourc generalist fourteen year experi fast pace environ solid team player great posit attitud except peopl skill experi mani area hr includ benefit compens employe relat recruit payrol process new hire termin strong custom servic detail orient core qualif conflict resolut creativ problem solver abl adapt implement chang excel commun skill quick learner strong word excel powerpoint train develop accomplish adp benefit coach excel commun conflict resolut consult custom satisfact employe relat interpret polici leadership excel powerpoint word payrol peopl soft perform review perform manag personnel file implement polici procedur recruit experi hr generalist compani name citi state process improv implement new bio metric clock attend polici hourli employe advis manag implement disciplin action polici creat monitor new vacat calendar coordin employe engag activ creat posit enviro protect servic appli safeti procedur polici outlin depart safeti manual provid hr relat support advic manag staff rang hr function includ talent acquisit retent employe relat perform compens plan learn develop effect leadership practic manag employe relat investig result complaint recommend resolut implement enforc human resourc polici procedur ensur manag consist appli polici procedur manag merit increas perform review made recommend assist benefit manag includ open enrol train conduct new hire orient assist employe resolv issu manag reduct forc process includ outplac manag recruit process includ prepar offer letter pre employ background drug test use adp process weekli payrol review time card accuraci ran report work close payrol benefit team resolv escal associ issu process employe action new hire termin statu chang titl salari chang use peopl soft manag process leav absenc includ fmla worker compens accord polici feder state regul manag temporari associ work staff agenc ensur proper staf need maintain employe personnel file includ form explain human resourc polici procedur employe conduct exit interview employe work close manag facilit year end talent review perform review coordin employe assist program seminar event assess employe perform issu disciplinari notic ran queri report adp peopl soft system fx latin america trade compani name citi state provid consult guidanc coach manag area employe relat conflict resolut manag visa reloc process employe assist manag voic employe survey assist manag talent plan perform review assist deliv document perform manag process partner close compens benefit legal complianc resolv issu ensur consist interpret applic employ polici practic respons handl employe inquiri accur provid inform ensur resolut complaint custom satisfact answer manag employe inquiri provid knowledg benefit polici process new hire transfer leav absenc termin manag leav absenc includ short term disabl famili medic leav identifi resolv employe payrol benefit issu manag board process new hire includ employe file verif work manag recruit fill open posit produc monthli headcount report process year end bonus salari action work legal process visa reloc employe famili ensur superior employe experi address employe concern demonstr empathi resolv problem spot assist employe person via telephon hr repres compani name citi state answer employe question regard benefit hr polici investig resolv employe inquiri complaint time manner process new hire transfer leav absenc termin produc monthli headcount report process merit increas bonus human resourc assist payrol coordin compani name citi state provid gener administr support hr director generalist staf team five deliv new hire orient benefit payrol procedur new hire process payrol function new hire termin leav absenc educ associ art sociolog busi manag hunter colleg citi state sociolog busi manag borough manhattan commun colleg citi state languag abl read speak write spanish skill administr support adp benefit coach excel commun conflict resolut conflict resolut consult creativ problem solver custom satisfact employe relat employe relat form human resourc hr interpret latin leadership legal legal complianc letter director manag excel powerpoint word payrol peopl soft peopl soft perform review perform manag personnel polici process improv quick learner read recruit safeti seminar spanish staf telephon year end,HR
2439,AVIATION,plant oper summari certifi plant oper year cryogen air separ unit plant proven abil meet product deadlin eleven year militari train dedic system oper versatil plant oper well vers monitor inspect plant equip highlight maxim product profit qualiti assur product leadership supervis profession depend hardwork resourc punctual honest attent detail team player accomplish oper million air separ unit plant mechan chemic engineertrain advanc oxygen nitrogen train leadership train safeti train recruit basic train tow tractor aircraft tow tractor equip forklift cdl expir experi plant oper compani name citi state monitor process unit qualiti control test perform plant process water qualiti sampl oper maintain filtrat process unit water system control equip made sound logic judgment regard process chang close inspect equip mechan safeti issu review daili comput log report inaccuraci process respond initi proper correct process alarm routin drain unwant fluid coordin ongo mainten housekeep plant read automat gage proper interv determin flow rate ga record daili tank inventori daili plant inspect start shut check plant process direct routin prevent mainten adjust clean paint equip maintain correct temperatur level pressur process system equip record oper data daili work sheet laboratori analysi flow meter equip commun effect oper supervisor technic level execut field servic work includ plant motor compressor chiller pipe valv mainten repair littl supervis perform qualiti control test lab equip lab analysi interpret result process control analysi made adjust optim plant perform maintain current knowledg latest oper mainten practic continu educ cours train new oper implement new divis oper train program improv retent rate increas product sale associ compani name citi state sale plumb indoor outdoor materi sell plumb suppli materi unload truck stock shelv auto mechan compani name citi state servic car truck tire repair brake replac oil chang transmiss flush radiat flush auto repair aviat structur mechan compani name citi state maintain liquid gaseou oxygen nitrogen system remov inspect instal oxygen compon replenish servic liquid gaseou oxygen nitrogen contain tank hold cart daili safeti inspect aircraft support oxygen nitrogen system appli oper procedur servic aircraft transfer trailer direct fill equip liquid gaseou oxygen nitrogen perform ground check correct oper mechan work upkeep aircraft oxygen nitrogen system support equip maintain aircraft safeti equip canopi environment system maintain aircraft fire extinguish system supervis person work group use supervis use comput record keep report inventori troubleshoot repair malfunct equip train subordin oper mainten repair oxygen nitrogen canopi environment fire detect suppress egress system maintain shop public file technic direct manual use truck forklift ground support equip maintain liquid gaseou oxygen nitrogen system safeti equip train supervis personnel rule regul supervis personnel maintain aircraft educ univers montana citi state mechan class navi citi state multipl educ cours train within navi high school diploma trapper creek high school citi state skill oper air separ unit produc fda qualiti oxygen nitrogen argon liquid troubleshoot maintain repair motor pump compressor heat exchang pipe electr compon within plant site,AVIATION
